DataSet;Project;Package;Class;Method;Smell;Multiclass;Severity;ATFD_method;FDP_method;MAXNESTING_method;LOC_method;CYCLO_method;NOLV_method;NOAV_method;FANOUT_method;CFNAMM_method;ATLD_method;CINT_method;CDISP_method;AMW_type;ATFD_type;CFNAMM_type;DIT_type;FANOUT_type;LCOM5_type;LOCNAMM_type;LOC_package;LOC_type;NIM_type;NOA_type;NOCS_package;NOCS_project;NOMNAMM_project;NOMNAMM_type;NOM_project;RFC_type;TCC_type;WMCNAMM_type;WMC_type;WOC_type;NOM_type;AMWNAMM_type;NOCS_type;NOM_package;NOMNAMM_package;LOCNAMM_package;LOC_project;LOCNAMM_project;NOAM_type;NOP_method;MaMCL_method;MeMCL_method;CLNAMM_method;num_not_final_not_static_attributes;number_private_visibility_attributes
long_method;osu.Game;osu.Game.Screens.Edit.Timing;Section;load(OsuColour colours);0;0;0;0;4;0;52;1;1;1;1;1;13;1;1;2.25;3;2;1;1;0.44444444444444453;16;1349;116;4;3;23;2310;2800;2;6032;5;0;9;9;0;4;4.5;0;55;26;518;139981;60472;0;1;3;3;0;2;3
large_class;osu.Game;osu.Game.Screens.Edit.Timing;Section;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2.25;3;2;1;1;0.44444444444444453;16;1349;116;4;3;23;2310;2800;2;6032;5;0;9;9;0;4;4.5;0;55;26;518;139981;60472;0;1;0;0;0;2;3
long_method;osu.Game;osu.Game.Screens.Import;FileImportScreen;load(Storage storage);1;1;4;0;6;0;79;1;2;2;2;2;23;2;1;1.1666666666666667;7;6;1;6;0.6000000000000001;26;146;146;6;7;1;2310;2800;0;6032;55;1;7;7;0.3333333333333333;6;0;0;6;0;26;139981;60472;0;1;3;3;0;4;7
large_class;osu.Game;osu.Game.Screens.Import;FileImportScreen;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.1666666666666667;7;6;1;6;0.6000000000000001;26;146;146;6;7;1;2310;2800;0;6032;55;1;7;7;0.3333333333333333;6;0;0;6;0;26;139981;60472;0;1;0;0;0;4;7
data_class;osu.Game;osu.Game.Screens.Menu;Button;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2.090909090909091;13;6;1;4;0.8461538461538461;196;3907;292;11;13;45;2310;2800;1;6032;27;0.25;23;23;0.09090909090909091;11;23;0;120;22;1655;139981;60472;0;1;0;0;0;6;10
long_method;osu.Game;osu.Game.Screens.Menu;ButtonSystem;onOsuLogo();0;0;0;0;1;1;20;5;0;0;1;1;8;2;0.5;4;23;14;1;11;0.8421052631578947;114;3907;340;11;19;45;2310;2800;2;6032;19;0.5;44;44;0.2727272727272727;11;22;0;120;22;1655;139981;60472;0;0;2;2;0;11;10
long_method;osu.Game;osu.Game.Screens.Menu;ButtonSystem;onPlaylists();0;0;0;0;4;1;20;2;0;0;2;2;12;2;1;4;23;14;1;11;0.8421052631578947;114;3907;340;11;19;45;2310;2800;2;6032;19;0.5;44;44;0.2727272727272727;11;22;0;120;22;1655;139981;60472;0;0;0;0;0;11;10
data_class;osu.Game;osu.Game.Screens.Menu;ButtonSystem;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;4;23;14;1;11;0.8421052631578947;114;3907;340;11;19;45;2310;2800;2;6032;19;0.5;44;44;0.2727272727272727;11;22;0;120;22;1655;139981;60472;0;1;0;0;0;11;10
large_class;osu.Game;osu.Game.Screens.Menu;Disclaimer;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;2.2;10;8;2;5;0.5249999999999999;29;3907;202;5;10;45;2310;2800;1;6032;59;1;11;11;0.2;5;11;0;120;22;1655;139981;60472;0;1;0;0;0;6;10
data_class;osu.Game;osu.Game.Screens.Menu;FlowContainerWithOrigin;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;1;0;1;0;0;22;3907;23;1;1;45;2310;2800;1;6032;1;0;1;1;0;1;1;0;120;22;1655;139981;60472;0;1;0;0;0;1;0
long_method;osu.Game;osu.Game.Screens.Menu;IntroSequence;Start(double length);1;2;5;3;1;6;90;3;7;9;0;2;38;0;0;2.5;20;3;1;1;0;63;3907;280;2;16;45;2310;2800;0;6032;4;0;5;5;0.5;2;0;1;120;22;1655;139981;60472;0;1;3;2.076923076923077;1;15;16
long_method;osu.Game;osu.Game.Screens.Menu;IntroWelcome;LogoArriving(OsuLogo logo, bool resuming);0;0;0;0;1;1;38;2;4;4;1;4;14;4;0.25;1.3333333333333333;6;5;3;2;0.33333333333333337;25;3907;132;4;4;45;2310;2800;0;6032;81;1;8;8;0.16666666666666666;6;0;1;120;22;1655;139981;60472;0;2;3;2.1666666666666665;0;3;4
long_method;osu.Game;osu.Game.Screens.Menu;MainMenu;OnExiting(IScreen next);0;0;0;2;6;2;24;4;1;1;4;4;20;4;1;2.4615384615384617;18;19;1;15;0.8125;66;3907;266;13;12;45;2310;2800;3;6032;66;0.35714285714285715;32;32;0.38461538461538464;13;10.666666666666666;0;120;22;1655;139981;60472;0;1;3;2.142857142857143;0;10;10
long_method;osu.Game;osu.Game.Screens.Menu;MenuSideFlashes;load(IBindable<WorkingBeatmap> beatmap, IAPIProvider api, SkinManager skinManager);0;0;0;0;2;0;38;1;5;8;0;1;19;0;0;3;11;1;1;0;0.48484848484848486;32;3907;102;4;11;45;2310;2800;0;6032;18;0;12;12;0;4;0;0;120;22;1655;139981;60472;0;3;3;2.75;2;4;11
long_method;osu.Game;osu.Game.Screens.Menu;OsuLogo;AppendAnimatingAction(Action action, bool waitForPrevious);0;0;0;0;0;1;18;3;2;2;1;2;3;1;1;2.0833333333333335;23;6;1;5;0.8893280632411067;225;3907;364;12;23;45;2310;2800;1;6032;29;0.10909090909090909;25;25;0.3333333333333333;12;25;0;120;22;1655;139981;60472;0;2;2;2;0;5;20
long_method;osu.Game;osu.Game.Screens.Menu;OsuLogo;OnNewBeat(int beatIndex, TimingControlPoint timingPoint, EffectControlPoint effectPoint, ChannelAmplitudes amplitudes);1;1;4;0;2;1;40;6;6;6;1;1;19;1;1;2.0833333333333335;23;6;1;5;0.8893280632411067;225;3907;364;12;23;45;2310;2800;1;6032;29;0.10909090909090909;25;25;0.3333333333333333;12;25;0;120;22;1655;139981;60472;0;4;2;2;0;5;20
long_method;osu.Game;osu.Game.Screens.OnlinePlay;DrawableRoomPlaylistItem;refresh();0;0;0;0;4;1;20;3;1;1;0;0;16;0;0;2;17;7;1;4;0.6952380952380952;128;1737;330;8;15;43;2310;2800;2;6032;20;0.5;22;22;0;11;11;3;90;39;954;139981;60472;0;0;5;2.5;0;8;12
large_class;osu.Game;osu.Game.Screens.OnlinePlay;FooterButtonFreeMods;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.3333333333333333;1;1;2;0;0.5;23;1737;45;3;1;43;2310;2800;2;6032;24;0;4;4;0;3;2;0;90;39;954;139981;60472;0;1;0;0;0;0;1
long_method;osu.Game;osu.Game.Screens.OnlinePlay;OnlinePlayScreen;subScreenChanged(IScreen lastScreen, IScreen newScreen);0;0;0;0;3;1;24;5;2;2;0;0;19;0;0;1.6666666666666667;11;10;1;9;0.9;184;1737;329;20;10;43;2310;2800;10;6032;69;0.10989010989010989;35;35;0.2857142857142857;21;3.5;3;90;39;954;139981;60472;0;2;2;2;0;0;10
large_class;osu.Game;osu.Game.Screens.OnlinePlay;OnlinePlayScreen;;1;2;11;0;0;1;3;1;1;1;0;0;0;0;0;1.6666666666666667;11;10;1;9;0.9;184;1737;329;20;10;43;2310;2800;10;6032;69;0.10989010989010989;35;35;0.2857142857142857;21;3.5;3;90;39;954;139981;60472;0;1;0;0;0;0;10
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Components;BeatmapTypeInfo;load();0;0;0;0;1;0;35;1;3;5;0;1;11;0;0;1.5;1;2;1;1;0;11;1255;58;2;1;29;2310;2800;0;6032;30;0;3;3;0;2;0;0;51;15;576;139981;60472;0;0;3;3;2;1;1
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Components;ListingPollingComponent;Poll();0;0;0;0;5;2;32;4;4;4;5;5;16;6;0.8333333333333334;3;1;7;2;7;0;8;1255;54;2;1;29;2310;2800;1;6032;17;0;6;6;0;2;6;0;51;15;576;139981;60472;0;0;2;2;0;1;1
data_class;osu.Game;osu.Game.Screens.OnlinePlay.Components;OverlinedHeader;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;4;0;1;0;0;59;1255;71;1;4;29;2310;2800;0;6032;28;0;1;1;0;1;0;0;51;15;576;139981;60472;0;1;0;0;0;2;3
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Components;ParticipantsList;updateParticipants();0;0;0;0;2;1;24;2;1;1;0;0;9;0;0;1.5;5;1;1;0;0.5;77;1255;107;2;4;29;2310;2800;1;6032;29;0;3;3;0;2;3;1;51;15;576;139981;60472;0;0;2;2;0;3;3
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Components;RoomLocalUserInfo;load();0;0;0;0;1;0;16;1;0;0;1;1;8;1;1;1.5;1;1;1;1;0;11;1255;38;2;1;29;2310;2800;0;6032;30;0;3;3;0;2;0;0;51;15;576;139981;60472;0;0;2;2;0;1;1
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Components;RoomManager;CreateRoom(Room room, Action<Room> onSuccess = null, Action<string> onError = null);0;0;0;1;5;0;24;1;6;11;4;6;31;4;1;2;6;21;1;15;0.7333333333333333;57;1255;181;10;5;29;2310;2800;3;6032;19;0.19047619047619047;20;20;0.3;10;6.666666666666667;0;51;15;576;139981;60472;0;3;2;2;2;1;5
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Components;RoomManager;JoinRoom(Room room, Action<Room> onSuccess = null, Action<string> onError = null);0;0;0;0;0;1;20;2;4;4;5;5;12;5;1;2;6;21;1;15;0.7333333333333333;57;1255;181;10;5;29;2310;2800;3;6032;19;0.19047619047619047;20;20;0.3;10;6.666666666666667;0;51;15;576;139981;60472;0;3;2;2;0;1;5
large_class;osu.Game;osu.Game.Screens.OnlinePlay.Components;RoomManager;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;2;6;21;1;15;0.7333333333333333;57;1255;181;10;5;29;2310;2800;3;6032;19;0.19047619047619047;20;20;0.3;10;6.666666666666667;0;51;15;576;139981;60472;0;1;0;0;0;1;5
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Lounge.Components;DrawableRoom;load(OsuColour colours);1;1;4;0;4;0;97;2;2;2;1;1;25;1;1;1.4;12;1;1;1;0.6388888888888888;102;863;220;4;12;12;2310;2800;1;6032;11;0;7;7;0;5;7;1;34;13;353;139981;60472;0;1;3;2.3333333333333335;0;3;10
data_class;osu.Game;osu.Game.Screens.OnlinePlay.Lounge.Components;DrawableRoom;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.4;12;1;1;1;0.6388888888888888;102;863;220;4;12;12;2310;2800;1;6032;11;0;7;7;0;5;7;1;34;13;353;139981;60472;0;1;0;0;0;3;10
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Lounge.Components;ParticipantInfo;load(OsuColour colours);0;0;0;0;4;1;63;2;7;7;0;0;17;0;0;2;0;0;1;0;0;9;863;72;1;0;12;2310;2800;1;6032;28;0;2;2;0;1;2;0;34;13;353;139981;60472;0;1;3;2125;0;0;0
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Lounge.Components;RoomInfo;LoadComplete();0;0;0;0;1;1;17;3;5;5;1;1;9;3;0.3333333333333333;3;2;1;1;1;0;55;863;72;1;2;12;2310;2800;0;6032;29;0;3;3;0;1;0;0;34;13;353;139981;60472;0;0;2;2;0;0;2
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Lounge.Components;RoomsContainer;Filter(FilterCriteria criteria);0;0;0;4;2;2;19;4;5;5;1;1;8;1;1;2.7857142857142856;14;15;1;4;0.8307692307692308;66;863;229;14;5;12;2310;2800;5;6032;18;0;39;39;0.21428571428571427;14;7.8;0;34;13;353;139981;60472;0;1;4;3;0;3;4
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Lounge.Components;RoomsContainer;selectNext(int direction);0;0;0;0;0;2;20;4;5;7;1;2;15;1;1;2.7857142857142856;14;15;1;4;0.8307692307692308;66;863;229;14;5;12;2310;2800;5;6032;18;0;39;39;0.21428571428571427;14;7.8;0;34;13;353;139981;60472;0;1;2;2;1;3;4
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Match.Components;Header;load(OsuColour colours);0;0;0;0;3;1;50;2;4;4;1;1;18;2;0.5;2;3;1;1;1;0;14;694;64;1;3;23;2310;2800;0;6032;29;0;2;2;0;1;0;0;45;20;433;139981;60472;0;1;3;2.142857142857143;0;2;2
large_class;osu.Game;osu.Game.Screens.OnlinePlay.Match.Components;MatchChatDisplay;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.6666666666666667;0;2;1;1;0;13;694;37;3;0;23;2310;2800;3;6032;10;0;5;5;0;3;1.6666666666666667;0;45;20;433;139981;60472;0;1;0;0;0;0;0
large_class;osu.Game;osu.Game.Screens.OnlinePlay.Match.Components;MatchLeaderboard;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.5;0;2;1;2;0;11;694;40;4;0;23;2310;2800;4;6032;31;0;6;6;0;4;1.5;0;45;20;433;139981;60472;0;1;0;0;0;0;0
large_class;osu.Game;osu.Game.Screens.OnlinePlay.Multiplayer;CreateMultiplayerMatchButton;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.3333333333333333;2;0;3;0;0;10;890;32;3;2;16;2310;2800;0;6032;26;0;4;4;0;3;0;0;54;25;203;139981;60472;0;1;0;0;0;2;2
feature_envy;osu.Game;osu.Game.Screens.OnlinePlay.Multiplayer;MultiplayerMatchSubScreen;load();0;0;0;0;7;2;203;4;2;2;0;0;27;0;0;2625;6;13;3;11;0.7380952380952381;46;890;353;8;6;16;2310;2800;2;6032;98;0;21;21;125;8;10.5;1;54;25;203;139981;60472;0;0;3;2.2;0;6;6
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Multiplayer;MultiplayerRoomManager;PartRoom();0;0;0;0;1;1;19;2;1;1;3;3;7;3;1;2.272727272727273;8;15;1;14;0.7333333333333334;31;890;149;7;5;16;2310;2800;3;6032;35;0.1;25;25;0.2727272727272727;11;8.333333333333334;2;54;25;203;139981;60472;0;0;2;2;0;1;3
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Multiplayer.Match;BeatmapSelectionControl;load();0;0;0;0;1;0;26;1;0;0;0;0;6;0;0;2;2;0;1;0;0;15;995;65;3;2;11;2310;2800;0;6032;30;0;6;6;0;3;0;0;27;6;193;139981;60472;0;0;2;2;0;2;2
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Multiplayer.Match;MultiplayerReadyButton;updateButtonColour(bool green);0;0;0;0;4;1;15;2;1;1;0;0;11;0;0;2.8;4;7;2;4;0.5;44;995;124;5;4;11;2310;2800;1;6032;42;0;14;14;0;5;14;1;27;6;193;139981;60472;0;1;0;0;0;3;4
large_class;osu.Game;osu.Game.Screens.OnlinePlay.Multiplayer.Match;MultiplayerReadyButton;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2.8;4;7;2;4;0.5;44;995;124;5;4;11;2310;2800;1;6032;42;0;14;14;0;5;14;1;27;6;193;139981;60472;0;1;0;0;0;3;4
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Multiplayer.Participants;ParticipantPanel;OnRoomUpdated();0;0;0;0;6;1;24;3;3;3;6;7;22;7;0.8571428571428571;2.5;4;8;2;7;0;24;360;184;2;4;4;2310;2800;0;6032;43;0;5;5;0;2;0;0;8;2;62;139981;60472;0;0;3;2125;0;3;3
data_class;osu.Game;osu.Game.Screens.OnlinePlay.Multiplayer.Participants;ParticipantPanel;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2.5;4;8;2;7;0;24;360;184;2;4;4;2310;2800;0;6032;43;0;5;5;0;2;0;0;8;2;62;139981;60472;0;1;0;0;0;3;3
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Multiplayer.Participants;StateDisplay;updateStatus();0;0;0;0;2;1;47;8;0;0;0;0;16;0;0;3.3333333333333335;4;2;1;1;0.25;23;360;113;3;4;4;2310;2800;1;6032;4;0;10;10;0;3;10;0;8;2;62;139981;60472;0;0;2;2;0;3;4
large_class;osu.Game;osu.Game.Screens.OnlinePlay.Multiplayer.Participants;StateDisplay;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;3.3333333333333335;4;2;1;1;0.25;23;360;113;3;4;4;2310;2800;1;6032;4;0;10;10;0;3;10;0;8;2;62;139981;60472;0;1;0;0;0;3;4
feature_envy;osu.Game;osu.Game.Screens.OnlinePlay.Playlists;Playlists;UpdatePollingRate(bool isIdle);1;1;1;0;2;2;32;6;2;2;0;0;9;0;0;2;0;0;2;0;0;9;1410;48;5;0;18;2310;2800;5;6032;87;0;10;10;0;5;2;0;53;22;273;139981;60472;0;1;2;2;0;0;0
large_class;osu.Game;osu.Game.Screens.OnlinePlay.Playlists;Playlists;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2;0;0;2;0;0;9;1410;48;5;0;18;2310;2800;5;6032;87;0;10;10;0;5;2;0;53;22;273;139981;60472;0;1;0;0;0;0;0
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Playlists;PlaylistsResultsScreen;createIndexRequest(Action<IEnumerable<ScoreInfo>> scoresCallback, [CanBeNull] MultiplayerScores pivot = null);0;0;0;0;3;1;26;3;5;16;0;3;38;0;0;2.6666666666666665;5;19;3;8;0.5357142857142857;64;1410;230;8;4;18;2310;2800;3;6032;88;1;24;24;0;9;8;1;53;22;273;139981;60472;0;2;0;0;4;2;4
long_method;osu.Game;osu.Game.Screens.OnlinePlay.Playlists;PlaylistsRoomSubScreen;LoadComplete();0;0;0;0;1;1;18;2;1;1;1;1;6;1;1;2.3333333333333335;4;2;3;4;0.25;28;1410;214;3;4;18;2310;2800;0;6032;87;0;7;7;0;3;0;0;53;22;273;139981;60472;0;0;2;2;0;4;4
large_class;osu.Game;osu.Game.Screens.Play;BeatmapMetadataDisplay;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;4;1;1;1;0;51;5557;162;1;4;64;2310;2800;0;6032;2;0;1;1;0;1;0;2;271;94;2209;139981;60472;0;1;0;0;0;1;4
long_method;osu.Game;osu.Game.Screens.Play;ComboEffects;onComboChange(ValueChangedEvent<int> combo);0;0;0;0;2;2;21;8;1;1;1;1;10;1;1;3.3333333333333335;4;1;1;1;0.25;20;5557;56;3;4;64;2310;2800;0;6032;4;0;10;10;0;3;0;0;271;94;2209;139981;60472;0;1;0;0;0;3;4
long_method;osu.Game;osu.Game.Screens.Play;EpilepsyWarning;load(OsuColour colours, IBindable<WorkingBeatmap> beatmap);0;0;0;0;2;0;46;1;5;5;1;1;11;1;1;1;2;3;1;2;0.5;20;5557;85;4;2;64;2310;2800;1;6032;6;1;4;4;0;4;4;0;271;94;2209;139981;60472;0;2;3;2125;0;1;1
long_method;osu.Game;osu.Game.Screens.Play;FailAnimation;applyToPlayfield(Playfield playfield);0;0;0;0;2;2;24;4;7;12;1;4;22;2;0.5;1.8333333333333333;8;7;1;2;625;33;5557;106;6;8;64;2310;2800;0;6032;9;0.6666666666666666;11;11;0.16666666666666666;6;0;0;271;94;2209;139981;60472;0;1;2;2;3;4;7
large_class;osu.Game;osu.Game.Screens.Play;GameplayBeatmap;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;2;0;1;3;0.33333333333333337;37;5557;41;4;2;64;2310;2800;0;6032;7;0.5;4;4;1;4;0;0;271;94;2209;139981;60472;0;1;0;0;0;0;1
data_class;osu.Game;osu.Game.Screens.Play;GameplayClock;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;2;0;1;0;0;53;5557;57;1;2;64;2310;2800;1;6032;1;0;1;1;1;1;1;0;271;94;2209;139981;60472;0;1;0;0;0;0;1
long_method;osu.Game;osu.Game.Screens.Play;GameplayClockContainer;Restart();0;0;0;0;0;1;17;2;0;0;0;2;13;0;0;2;16;8;1;1;0.8;137;5557;275;12;15;64;2310;2800;1;6032;13;0.42857142857142855;24;24;0.5;12;24;2;271;94;2209;139981;60472;0;0;2;2;2;3;12
long_method;osu.Game;osu.Game.Screens.Play;GameplayMenuOverlay;load(OsuColour colours);0;0;0;0;1;0;79;1;1;1;1;2;17;1;1;1.7894736842105263;13;11;1;9;875;83;5557;300;12;8;64;2310;2800;9;6032;18;0.05555555555555555;34;34;0.3684210526315789;19;3.7777777777777777;2;271;94;2209;139981;60472;0;1;3;2.5;1;5;4
long_method;osu.Game;osu.Game.Screens.Play;GameplayMenuOverlay;OnPressed(GlobalAction action);0;0;0;4;1;1;23;6;1;1;2;3;13;4;0.5;1.7894736842105263;13;11;1;9;875;83;5557;300;12;8;64;2310;2800;9;6032;18;0.05555555555555555;34;34;0.3684210526315789;19;3.7777777777777777;2;271;94;2209;139981;60472;0;1;2;2;0;5;4
long_method;osu.Game;osu.Game.Screens.Play;HUDOverlay;load(OsuConfigManager config, NotificationOverlay notificationOverlay);1;1;4;0;8;1;35;6;4;8;3;6;64;3;1;2.227272727272727;36;15;1;8;0.9259259259259259;157;5557;362;22;27;64;2310;2800;10;6032;28;0.05263157894736842;49;49;0.13636363636363635;22;4.9;0;271;94;2209;139981;60472;0;2;2;2;3;4;11
data_class;osu.Game;osu.Game.Screens.Play;HUDOverlay;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2.227272727272727;36;15;1;8;0.9259259259259259;157;5557;362;22;27;64;2310;2800;10;6032;28;0.05263157894736842;49;49;0.13636363636363635;22;4.9;0;271;94;2209;139981;60472;0;1;0;0;0;4;11
large_class;osu.Game;osu.Game.Screens.Play;KeyCounterDisplay;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;1.7142857142857142;10;1;1;0;0.75;99;5557;145;5;9;64;2310;2800;1;6032;5;0;12;12;0.42857142857142855;7;12;1;271;94;2209;139981;60472;0;1;0;0;0;4;7
large_class;osu.Game;osu.Game.Screens.Play;KeyCounterMouse;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2.25;0;1;1;1;0;13;5557;44;3;0;64;2310;2800;4;6032;21;0;9;9;0.25;4;2.25;0;271;94;2209;139981;60472;0;1;0;0;0;0;0
large_class;osu.Game;osu.Game.Screens.Play;PauseOverlay;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;2;6;1;6;0;16;5557;42;3;2;64;2310;2800;0;6032;28;1;3;3;0;3;0;0;271;94;2209;139981;60472;0;1;0;0;0;2;1
long_method;osu.Game;osu.Game.Screens.Play;Player;createGameplayComponents(WorkingBeatmap working, IBeatmap playableBeatmap);0;0;0;0;5;0;17;1;3;3;0;0;0;0;0;2.911764705882353;34;65;2;33;0.9277389277389277;235;5557;871;34;26;64;2310;2800;6;6032;109;0.06535947712418301;99;99;0.17647058823529413;34;16.5;0;271;94;2209;139981;60472;0;2;2;2;0;17;18
long_method;osu.Game;osu.Game.Screens.Play;Player;createOverlayComponents(WorkingBeatmap working);1;1;4;0;18;2;87;5;3;7;1;5;78;2;0.5;2.911764705882353;34;65;2;33;0.9277389277389277;235;5557;871;34;26;64;2310;2800;6;6032;109;0.06535947712418301;99;99;0.17647058823529413;34;16.5;0;271;94;2209;139981;60472;0;1;3;2.142857142857143;4;17;18
long_method;osu.Game;osu.Game.Screens.Play;Player;load(AudioManager audio, OsuConfigManager config, OsuGameBase game);1;2;5;0;12;1;121;10;14;17;4;13;94;13;0.3076923076923077;2.911764705882353;34;65;2;33;0.9277389277389277;235;5557;871;34;26;64;2310;2800;6;6032;109;0.06535947712418301;99;99;0.17647058823529413;34;16.5;0;271;94;2209;139981;60472;0;3;4;2.3095238095238093;6;17;18
long_method;osu.Game;osu.Game.Screens.Play;Player;OnExiting(IScreen next);0;0;0;1;1;2;28;7;1;4;3;4;17;3;1;2.911764705882353;34;65;2;33;0.9277389277389277;235;5557;871;34;26;64;2310;2800;6;6032;109;0.06535947712418301;99;99;0.17647058823529413;34;16.5;0;271;94;2209;139981;60472;0;1;2;2;1;17;18
long_method;osu.Game;osu.Game.Screens.Play;Player;Resume();0;0;0;0;1;1;19;3;0;0;2;3;10;2;1;2.911764705882353;34;65;2;33;0.9277389277389277;235;5557;871;34;26;64;2310;2800;6;6032;109;0.06535947712418301;99;99;0.17647058823529413;34;16.5;0;271;94;2209;139981;60472;0;0;2;2;0;17;18
long_method;osu.Game;osu.Game.Screens.Play;Player;updateCompletionState(ValueChangedEvent<bool> completionState);1;1;4;0;3;1;53;8;4;9;0;4;48;0;0;2.911764705882353;34;65;2;33;0.9277389277389277;235;5557;871;34;26;64;2310;2800;6;6032;109;0.06535947712418301;99;99;0.17647058823529413;34;16.5;0;271;94;2209;139981;60472;0;1;2;2;4;17;18
feature_envy;osu.Game;osu.Game.Screens.Play;Player;updateGameplayState();0;0;0;0;4;0;6;4;1;1;0;0;11;0;0;2.911764705882353;34;65;2;33;0.9277389277389277;235;5557;871;34;26;64;2310;2800;6;6032;109;0.06535947712418301;99;99;0.17647058823529413;34;16.5;0;271;94;2209;139981;60472;0;0;0;0;0;17;18
large_class;osu.Game;osu.Game.Screens.Play;SkipOverlay;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;1.4;18;7;1;7;0.7291666666666667;122;5557;315;7;8;64;2310;2800;8;6032;10;0.2;28;28;0.25;20;3.5;3;271;94;2209;139981;60472;0;1;0;0;0;6;7
large_class;osu.Game;osu.Game.Screens.Play;SongProgress;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;1.6666666666666667;15;5;1;1;0.7142857142857143;89;5557;157;9;14;64;2310;2800;2;6032;10;0.1;15;15;0.1111111111111111;9;7.5;0;271;94;2209;139981;60472;0;1;0;0;0;4;10
data_class;osu.Game;osu.Game.Screens.Play;SongProgressBar;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.3333333333333333;6;1;1;1;0.5;118;5557;141;3;6;64;2310;2800;1;6032;4;0;4;4;0;3;4;0;271;94;2209;139981;60472;0;1;0;0;0;3;5
large_class;osu.Game;osu.Game.Screens.Play;Spectator;;1;2;11;0;0;1;3;1;1;1;0;0;0;0;0;2.5384615384615383;11;28;1;19;0.7424242424242424;54;5557;350;13;11;64;2310;2800;1;6032;77;0.16666666666666666;33;33;0.15384615384615385;13;33;0;271;94;2209;139981;60472;0;1;0;0;0;9;11
feature_envy;osu.Game;osu.Game.Screens.Play;SpectatorPlayer;load();0;0;0;0;4;0;14;1;0;0;1;1;12;1;1;1625;1;5;3;5;0.4285714285714286;18;5557;74;8;1;64;2310;2800;4;6032;132;0.06666666666666667;13;13;125;8;3.25;0;271;94;2209;139981;60472;0;0;3;3;0;0;1
large_class;osu.Game;osu.Game.Screens.Play;SpectatorResultsScreen;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2;0;0;4;0;0;11;5557;35;3;0;64;2310;2800;3;6032;78;0;6;6;0;3;2;0;271;94;2209;139981;60472;0;1;0;0;0;0;0
long_method;osu.Game;osu.Game.Screens.Play;SquareGraph;recalculateValues();0;0;0;0;1;2;23;4;5;5;2;3;8;4;0.5;2.5;17;12;1;8;0.59375;139;5557;249;5;8;64;2310;2800;1;6032;10;1;20;20;0;8;20;1;271;94;2209;139981;60472;0;0;2;2;0;7;8
long_method;osu.Game;osu.Game.Screens.Play;SquareGraph;RecreateGraph();0;0;0;0;3;1;33;2;3;10;1;4;27;1;1;2.5;17;12;1;8;0.59375;139;5557;249;5;8;64;2310;2800;1;6032;10;1;20;20;0;8;20;1;271;94;2209;139981;60472;0;0;2;2;3;7;8
